Id,SalePrice
1461,102940.59026429919
1462,149969.3395453135
1463,168414.26436091238
1464,183531.0981827539
1465,187757.87279598438
1466,172276.25841753837
1467,187676.07488997257
1468,160695.0164370879
1469,196832.88003614522
1470,110913.65851129848
1471,198916.6328310098
1472,102292.7464156521
1473,84678.24109513359
1474,144589.52076582494
1475,102198.05357046588
1476,343957.52407711186
1477,241481.85266457102
1478,300038.5413971639
1479,287605.22534725815
1480,423438.2773550225
1481,281330.3512515079
1482,212253.2535193346
1483,178804.16854563612
1484,169795.84768173425
1485,201659.1276336694
1486,211301.61987933726
1487,290981.0433372266
1488,237711.90577127994
1489,187238.3848858145
1490,235486.42172860936
1491,213971.20573406108
1492,92166.58126690472
1493,201409.37479365058
1494,289192.3067679857
1495,267392.75960426056
1496,240315.1586916817
1497,169961.11451486195
1498,175381.72094818763
1499,169035.22161026858
1500,162953.26665497967
1501,203682.83604111127
1502,147732.62821337953
1503,271484.13223918225
1504,242851.22182288324
1505,221360.21372255776
1506,192822.36973175523
1507,244862.92909687874
1508,205627.61022821162
1509,148502.96009995765
1510,130143.01133797318
1511,152493.34200600884
1512,177638.9845189585
1513,150282.79244696652
1514,138763.22892392077
1515,208545.0670448218
1516,165687.57910428406
1517,162770.94184709154
1518,115629.66678257869
1519,230256.4257561171
1520,125825.59476988623
1521,116496.64781006589
1522,189723.9785175484
1523,91691.34191911248
1524,128611.87552425708
1525,89931.34963581711
1526,81154.30233102269
1527,87072.42873770138
1528,148673.18658583122
1529,136780.04842650006
1530,200135.0138891372
1531,148579.7950169393
1532,107783.85450024111
1533,172396.64969460363
1534,155921.25053521828
1535,160414.82783145993
1536,107664.80887019145
1537,42274.86806948786
1538,164885.2063798313
1539,229015.78703831136
1540,107242.21289359778
1541,137191.60011732508
1542,144723.9634357118
1543,186622.93216022477
1544,89712.83458657982
1545,109570.34610998095
1546,138795.39959754166
1547,149549.8558761999
1548,131387.34036995354
1549,111411.01411910378
1550,134495.3534402463
1551,135158.90397544112
1552,149237.82394681452
1553,158601.18327279622
1554,121987.96533876774
1555,155181.0067001728
1556,74257.43227043794
1557,107118.1484837553
1558,112695.34494352457
1559,71608.30603996036
1560,141857.28549106116
1561,139270.62285301625
1562,135152.4015061718
1563,118100.68156628613
1564,162780.59017201024
1565,129140.76909898967
1566,238036.992289396
1567,73510.55317978794
1568,237115.4746816547
1569,128989.7059142259
1570,137401.5856583442
1571,102317.97825827287
1572,139751.95226865518
1573,253638.74744318635
1574,115606.21267220029
1575,238090.28450331488
1576,244627.51948977378
1577,191762.0530049526
1578,149911.46766712144
1579,121718.04415336903
1580,190337.0149883798
1581,155232.63341116067
1582,125139.43668483966
1583,286281.3845893559
1584,226517.27981842752
1585,152819.27881237422
1586,41443.41240709764
1587,99262.56224081852
1588,149146.6277285025
1589,105435.75642819447
1590,131644.8442056172
1591,67751.18245133734
1592,135405.06266164896
1593,130528.08565082937
1594,135401.81718870415
1595,109640.62178430334
1596,217805.10446373443
1597,165798.4183065968
1598,190568.9529940749
1599,190377.5639919485
1600,182618.0482464896
1601,36524.10102559044
1602,118390.66471953597
1603,62475.146550809965
1604,265710.12912955764
1605,245865.92839787086
1606,161207.95292959455
1607,159493.88100882922
1608,230140.65177846723
1609,192304.61369630066
1610,151854.31404264038
1611,129047.75229078275
1612,177756.95060928515
1613,155601.32443234255
1614,132723.33149749343
1615,74382.20016572857
1616,50180.95412572706
1617,61511.57520595286
1618,110251.0824122082
1619,148059.71281461022
1620,157066.3848056777
1621,132701.72483347077
1622,156842.1814684486
1623,263645.59616139135
1624,215637.34037525696
1625,110980.38738720678
1626,177651.1599224729
1627,183402.4606473341
1628,281666.465195494
1629,178214.3190971797
1630,318040.94174754457
1631,212433.46722722217
1632,223670.7242425431
1633,186621.1164888672
1634,190002.0830993622
1635,188022.84570247005
1636,154465.5346059429
1637,186476.26160420058
1638,199263.3831356538
1639,176465.14646031358
1640,263402.78306397446
1641,183944.2193162525
1642,253263.33851832664
1643,223759.5522902233
1644,229992.68513466534
1645,232695.05976414657
1646,164836.7666744436
1647,156706.5286654255
1648,127145.97234847583
1649,134820.40378460241
1650,99313.70901572332
1651,106945.66589547531
1652,103548.00055027357
1653,102159.58420928288
1654,148558.7247541172
1655,141899.74514159327
1656,136032.93739667558
1657,149213.71583386674
1658,151550.39021494635
1659,106142.84286833671
1660,150162.67022541515
1661,411403.6867716431
1662,331382.7812927745
1663,365799.0438310136
1664,430749.3341739315
1665,312383.45919085364
1666,293206.8732118667
1667,342487.20568986377
1668,345851.0500495739
1669,309544.18674132996
1670,339954.1135236246
1671,260649.37153347884
1672,379366.6713810058
1673,287058.94140830706
1674,250231.73638649355
1675,206642.18795041298
1676,210250.98812662764
1677,208203.4039856582
1678,416631.79794948106
1679,341548.3227562581
1680,314917.44609209127
1681,270632.8060335284
1682,280259.1954127373
1683,189404.1183182546
1684,190154.51661851048
1685,197227.61937867454
1686,175334.9544160508
1687,188163.42308422015
1688,207615.47289942787
1689,210296.14570905478
1690,212957.59751791204
1691,203129.30384723027
1692,277235.3248771832
1693,189195.89217882114
1694,183357.45674033207
1695,163735.1293276709
1696,270719.5671743087
1697,165559.64871531632
1698,308330.7935762515
1699,323652.12188408873
1700,245435.72868105327
1701,268713.8376050375
1702,251214.79910909384
1703,244537.222147475
1704,281931.0150373047
1705,265816.74324993766
1706,380921.14215761656
1707,219877.1229493902
1708,205583.21512550605
1709,264801.9212817021
1710,229856.25425518653
1711,274319.9019456876
1712,254538.62647533673
1713,270613.60536672804
1714,223436.00856415508
1715,212002.80043846904
1716,186259.93621473853
1717,190289.31204834976
1718,139078.83986592968
1719,220217.83802430728
1720,257788.29112966591
1721,180390.62325113895
1722,128726.0465341101
1723,164167.93268616567
1724,214011.37388000777
1725,242559.21563694533
1726,195976.28734842897
1727,154444.84533520602
1728,198297.17734673666
1729,157550.09474439244
1730,157607.8653929392
1731,130965.33913777093
1732,120901.37180227833
1733,101158.90560533083
1734,108395.42860360374
1735,142371.85940008168
1736,99639.48799991398
1737,286948.6631700506
1738,232452.46880857833
1739,266407.5107963255
1740,207262.84874652536
1741,193360.93717197538
1742,184096.22740271804
1743,191003.33231806057
1744,327115.30544796376
1745,219509.16734461254
1746,204882.5640563832
1747,217896.1329357687
1748,223665.24671800178
1749,159831.2185703048
1750,133855.64655582048
1751,256924.59884305228
1752,109054.46752746287
1753,147878.0365612139
1754,201319.76116992976
1755,181084.1445240057
1756,130592.65834345622
1757,108868.26070375717
1758,143104.08701308677
1759,156777.94057663833
1760,163246.0245082148
1761,152790.4567281017
1762,175819.53661872703
1763,184718.8400709622
1764,97570.19173507672
1765,181662.51913814782
1766,186278.35122363316
1767,223596.3594786739
1768,139632.6462484107
1769,165703.36070767185
1770,167350.07661122386
1771,102812.55999328359
1772,136726.70571309235
1773,106569.25606868323
1774,147340.37094350532
1775,138798.6025897225
1776,129318.37217135518
1777,114786.46927867527
1778,148217.3538646393
1779,124739.12048970046
1780,176902.7704721191
1781,118017.87745565898
1782,61719.823372794315
1783,141331.13836440747
1784,105982.2389077621
1785,131104.36246326985
1786,136399.4444164799
1787,179005.03812719742
1788,70970.26900268951
1789,104659.3420897706
1790,45879.179209980415
1791,205627.62261572503
1792,151664.122719764
1793,139089.7282964806
1794,179090.4486442015
1795,135573.49130749283
1796,136139.49815985723
1797,137506.57817662577
1798,107406.24265078292
1799,95280.51284262724
1800,123108.73576180963
1801,113366.3583951795
1802,135613.70399149111
1803,153985.17043630616
1804,136948.4237079576
1805,137754.7714166965
1806,144935.95874976856
1807,166789.27288057725
1808,128188.81759451213
1809,119137.03502653702
1810,146560.94601895823
1811,124322.75727754808
1812,111124.67534860899
1813,123402.49631448882
1814,94546.37210303708
1815,28680.501498842845
1816,115579.90849754261
1817,126240.87266612216
1818,189073.84865751048
1819,139414.66389811574
1820,51508.882555781165
1821,138583.54642529273
1822,162962.43086829945
1823,39841.35418405174
1824,138274.49691475788
1825,129574.95574823814
1826,101102.0670568049
1827,80935.0969103428
1828,135090.82078079274
1829,143098.5833098581
1830,161247.88299569627
1831,153474.53874057927
1832,76277.40174413938
1833,146940.18930565822
1834,125781.22961122706
1835,112661.66687593353
1836,129463.0374375449
1837,86432.36795083457
1838,108477.47288949066
1839,122638.1365909893
1840,137781.732755495
1841,120865.22186645679
1842,90621.18013146985
1843,112923.17207972636
1844,137316.03044497082
1845,124719.15249214228
1846,153475.2032125704
1847,157820.70661234553
1848,29676.22549867886
1849,111126.71179986442
1850,109634.95856059715
1851,152218.1415241973
1852,124914.6720519031
1853,131131.11343284394
1854,177472.35025668028
1855,161725.10362252896
1856,227522.49021040252
1857,137781.7090621963
1858,140057.09833263652
1859,102577.10574914492
1860,158772.08856125013
1861,101521.43386005657
1862,286259.7844105179
1863,285544.0697452612
1864,285556.14743814734
1865,347511.8751237022
1866,341669.57762178336
1867,230105.05135344272
1868,296540.0595173412
1869,220941.81100498769
1870,232555.74403363117
1871,253351.0605602262
1872,190376.46152449492
1873,229617.69524587435
1874,129009.3756618714
1875,188159.10564826685
1876,185296.37293536845
1877,211045.71514239442
1878,206446.6883821683
1879,114504.41249703057
1880,119972.7287703252
